i	j	q	a
0	1655	93	0
0	1656	87	1
0	1657	66	0
0	1658	93	0
0	1659	89	0
0	1660	108	0
0	1661	113	1
0	1662	114	1
0	1663	106	0
0	1664	55	0
0	1665	93	0
0	1666	93	0
0	1667	107	1
0	1668	93	0
0	1669	113	0
0	1670	113	1
0	1671	106	0
0	1672	113	1
0	1673	113	1
0	1674	113	1
0	1675	110	1
0	1676	106	0
0	1677	112	0
0	1678	112	0
0	1679	110	1
0	1680	113	0
0	1681	113	1
0	1682	108	0
0	1683	113	1
0	1684	113	1
0	1685	113	1
0	1686	110	0
0	1687	108	0
0	1688	112	1
0	1689	112	1
0	1690	113	1
0	1691	87	1
0	1692	112	1
0	1693	113	1
0	1694	98	0
0	1695	114	1
0	1696	112	0
0	1697	108	1
0	1698	111	1
0	1699	112	0
0	1700	79	0
0	1701	113	1
0	1702	111	1
0	1703	110	1
0	1704	113	1
0	1705	112	1
0	1706	113	1
0	1707	111	1
0	1708	106	0
0	1709	113	0
0	1710	105	1
0	1711	85	0
0	1712	105	1
0	1713	112	0
0	1714	113	1
0	1715	112	0
0	1716	113	1
0	1717	113	1
0	1718	112	1
0	1719	89	0
0	1720	114	1
0	1721	112	1
0	1722	111	1
0	1723	112	1
0	1724	85	0
0	1725	104	0
0	1726	106	0
0	1727	113	1
0	1728	94	0
0	1729	81	0
0	1730	107	1
0	1731	108	0
0	1732	112	1
0	1733	93	0
0	1734	112	1
0	1735	113	0
0	1736	98	1
0	1737	91	0
0	1738	89	1
0	1739	103	0
0	1740	113	1
0	1741	106	1
0	1742	106	0
0	1743	108	0
0	1744	93	0
0	1745	106	0
0	1746	113	0
0	1747	85	0
0	1748	112	1
0	1749	112	0
0	1750	88	1
0	1751	89	0
0	1752	113	1
0	1753	105	1
0	1754	113	1
0	1755	113	1
0	1756	85	0
0	1757	113	1
0	1758	112	1
0	1759	112	1
0	1760	113	0
0	1761	106	0
0	1762	113	1
0	1763	112	0
0	1764	108	0
0	1765	112	0
0	1766	104	0
0	1767	111	1
0	1768	113	1
0	1769	85	1
0	1770	90	1
0	1771	93	0
0	1772	102	0
0	1773	111	0
0	1774	113	0
0	1775	55	0
0	1776	112	0
0	1777	89	1
0	1778	105	1
0	1779	113	1
0	1780	112	1
0	1781	87	0
0	1782	112	1
0	1783	113	1
0	1784	91	0
0	1785	112	0
0	1786	113	1
0	1787	112	1
0	1788	103	1
0	1789	112	1
0	1790	106	0
0	1791	88	1
0	1792	113	1
0	1793	104	0
0	1794	90	0
0	1795	112	0
0	1796	113	1
0	1797	99	1
0	1798	112	0
0	1799	108	0
0	1800	106	1
0	1801	108	0
0	1802	108	0
0	1803	113	1
0	1804	113	1
0	1805	112	0
0	1806	93	0
0	1807	112	1
0	1808	108	0
0	1809	90	0
0	1810	114	0
0	1811	104	0
0	1812	113	1
0	1813	112	1
0	1814	113	1
0	1815	57	0
0	1816	113	1
0	1817	111	0
0	1818	100	1
0	1819	87	0
0	1820	113	1
0	1821	55	0
0	1822	65	1
0	1823	93	0
0	1824	106	0
0	1825	112	0
0	1826	75	1
0	1827	113	1
0	1828	108	0
0	1829	113	1
0	1830	114	0
0	1831	112	0
0	1832	110	1
0	1833	113	1
0	1834	57	0
0	1835	108	0
0	1836	113	1
0	1837	113	1
0	1838	112	1
0	1839	113	1
0	1840	83	1
0	1841	110	0
0	1842	90	0
0	1843	113	1
0	1844	113	0
0	1845	112	0
0	1846	112	1
0	1847	98	1
0	1848	113	1
0	1849	108	0
0	1850	113	1
0	1851	106	1
0	1852	93	0
0	1853	113	0
0	1854	112	1
0	1855	113	1
0	1856	93	0
0	1857	113	1
0	1858	106	0
0	1859	113	1
0	1860	113	1
0	1861	93	0
0	1862	89	0
0	1863	113	1
0	1864	112	0
0	1865	111	0
0	1866	112	0
0	1867	114	1
0	1868	112	0
0	1869	113	1
0	1870	113	1
0	1871	113	1
0	1872	114	1
0	1873	113	1
0	1874	108	0
0	1875	110	1
0	1876	112	0
0	1877	112	0
0	1878	91	1
0	1879	113	1
0	1880	113	1
0	1881	113	1
0	1882	112	0
0	1883	113	1
0	1884	102	1
0	1885	114	1
0	1886	113	1
0	1887	108	0
0	1888	112	0
0	1889	113	1
0	1890	113	1
0	1891	114	1
0	1892	113	1
0	1893	93	0
0	1894	108	0
0	1895	113	1
0	1896	113	1
0	1897	108	0
0	1898	108	0
0	1899	112	1
0	1900	100	0
0	1901	65	1
0	1902	104	0
0	1903	113	1
0	1904	114	1
0	1905	38	0
0	1906	112	0
0	1907	113	1
0	1908	113	1
0	1909	113	1
0	1910	106	0
0	1911	108	0
0	1912	113	1
0	1913	113	1
0	1914	112	1
0	1915	113	1
0	1916	106	1
0	1917	57	0
0	1918	113	1
0	1919	106	0
0	1920	112	0
0	1921	113	1
0	1922	113	1
0	1923	113	0
0	1924	89	1
0	1925	113	0
0	1926	105	0
0	1927	113	1
0	1928	113	1
0	1929	113	1
0	1930	113	0
0	1931	108	0
0	1932	113	1
0	1933	113	0
0	1934	113	1
0	1935	113	1
0	1936	113	1
0	1937	113	0
0	1938	112	0
0	1939	113	1
0	1940	113	1
0	1941	106	0
0	1942	57	0
0	1943	93	0
0	1944	113	1
0	1945	112	0
0	1946	106	0
0	1947	112	1
0	1948	113	1
0	1949	112	0
0	1950	110	1
0	1951	114	0
0	1952	113	1
0	1953	93	0
0	1954	110	0
0	1955	112	0
0	1956	113	1
0	1957	86	1
0	1958	113	1
0	1959	113	0
0	1960	110	0
0	1961	110	0
0	1962	112	1
0	1963	93	0
0	1964	110	1
0	1965	113	1
0	1966	108	0
0	1967	87	1
0	1968	112	1
0	1969	112	0
0	1970	113	0
0	1971	112	0
0	1972	106	0
0	1973	104	0
0	1974	93	0
0	1975	106	0
0	1976	91	0
0	1977	111	0
0	1978	113	1
0	1979	111	1
0	1980	110	1
0	1981	111	0
0	1982	112	0
0	1983	111	1
0	1984	110	0
0	1985	112	0
0	1986	112	0
0	1987	113	1
0	1988	113	1
0	1989	91	0
0	1990	114	1
0	1991	113	1
0	1992	108	0
0	1993	113	1
0	1994	93	0
0	1995	91	0
0	1996	91	0
0	1997	113	1
0	1998	113	1
0	1999	113	0
0	2000	93	0
0	2001	112	1
0	2002	114	1
0	2003	112	1
0	2004	113	1
0	2005	112	1
0	2006	107	1
0	2007	108	0
0	2008	107	1
0	2009	89	1
0	2010	102	0
0	2011	110	0
0	2012	108	0
0	2013	81	0
0	2014	112	1
0	2015	103	1
0	2016	107	1
0	2017	105	1
0	2018	111	1
0	2019	112	1
0	2020	93	0
0	2021	77	0
0	2022	104	1
0	2023	91	0
0	2024	94	1
0	2025	107	1
0	2026	113	1
0	2027	108	0
0	2028	56	0
0	2029	85	0
0	2030	107	1
0	2031	66	1
0	2032	113	1
0	2033	114	0
0	2034	43	0
0	2035	112	1
0	2036	113	1
0	2037	108	0
0	2038	113	1
0	2039	89	1
0	2040	102	0
0	2041	93	0
0	2042	113	1
0	2043	114	0
0	2044	93	0
0	2045	113	1
0	2046	89	1
0	2047	112	1
0	2048	114	1
0	2049	107	1
0	2050	113	1
0	2051	113	1
0	2052	111	1
0	2053	108	0
0	2054	102	1
0	2055	113	1
0	2056	108	1
0	2057	108	0
0	2058	112	1
0	2059	113	1
0	2060	113	1
0	2061	83	1
0	2062	109	0
0	2063	111	1
0	2064	91	0
0	2065	113	1
0	2066	113	1
0	2067	112	0
0	2068	113	1
0	2069	112	1
0	2070	111	0
0	2071	112	1
0	2072	93	0
0	2073	92	0
0	2074	89	0
0	2075	113	1
0	2076	112	0
0	2077	113	1
0	2078	113	0
0	2079	113	1
0	2080	108	0
0	2081	112	1
0	2082	87	1
0	2083	90	1
0	2084	113	0
0	2085	113	1
0	2086	114	1
0	2087	113	1
0	2088	110	1
0	2089	113	1
0	2090	113	1
0	2091	113	0
0	2092	113	1
0	2093	113	1
0	2094	109	0
0	2095	106	0
0	2096	103	1
0	2097	113	1
0	2098	113	1
0	2099	91	0
0	2100	111	1
0	2101	94	0
0	2102	112	0
0	2103	112	0
0	2104	113	1
0	2105	108	0
0	2106	113	1
0	2107	110	0
0	2108	113	1
0	2109	112	1
0	2110	112	0
0	2111	113	1
0	2112	109	1
0	2113	112	1
0	2114	113	1
0	2115	112	1
0	2116	113	1
0	2117	93	0
0	2118	112	1
0	2119	113	1
0	2120	113	1
0	2121	105	1
0	2122	113	1
0	2123	53	0
0	2124	106	0
0	2125	110	1
0	2126	86	1
0	2127	113	0
0	2128	112	0
0	2129	113	1
0	2130	108	0
0	2131	91	0
0	2132	113	1
0	2133	108	0
0	2134	112	1
0	2135	113	1
0	2136	113	1
0	2137	93	0
0	2138	110	1
0	2139	113	1
0	2140	113	1
0	2141	93	0
0	2142	111	1
0	2143	108	0
0	2144	107	0
0	2145	57	0
0	2146	113	1
0	2147	113	1
0	2148	108	0
0	2149	113	1
0	2150	113	1
0	2151	112	0
0	2152	111	1
0	2153	106	0
0	2154	107	1
0	2155	112	0
0	2156	113	1
0	2157	108	0
0	2158	91	0
0	2159	113	0
0	2160	104	0
0	2161	108	0
0	2162	113	1
0	2163	113	1
0	2164	108	0
0	2165	113	1
0	2166	89	1
0	2167	93	0
0	2168	111	1
0	2169	114	1
0	2170	106	0
0	2171	113	1
0	2172	102	0
0	2173	113	1
0	2174	112	0
0	2175	113	1
0	2176	110	0
0	2177	107	0
0	2178	112	0
0	2179	93	0
0	2180	113	1
0	2181	111	1
0	2182	113	1
0	2183	112	0
0	2184	113	1
0	2185	113	1
0	2186	37	0
0	2187	106	0
0	2188	113	1
0	2189	113	1
0	2190	104	0
0	2191	108	0
0	2192	113	1
0	2193	114	1
0	2194	112	1
0	2195	108	0
0	2196	111	1
0	2197	113	1
0	2198	113	1
0	2199	114	1
0	2200	114	1
0	2201	112	0
0	2202	106	0
0	2203	93	0
0	2204	110	0
0	2205	93	0
0	2206	85	1
0	2207	113	1
0	2208	112	1
0	2209	109	1
0	2210	113	1
0	2211	113	1
0	2212	113	0
0	2213	83	0
0	2214	112	1
0	2215	107	0
0	2216	106	0
0	2217	113	1
0	2218	103	1
0	2219	91	0
0	2220	113	1
0	2221	106	0
0	2222	112	0
0	2223	113	1
0	2224	108	0
0	2225	113	0
0	2226	113	1
0	2227	113	1
0	2228	111	0
0	2229	90	1
0	2230	113	1
0	2231	113	1
0	2232	109	0
0	2233	92	0
0	2234	112	1
0	2235	113	1
0	2236	112	0
0	2237	112	0
0	2238	93	0
0	2239	111	1
0	2240	113	1
0	2241	66	0
0	2242	106	0
0	2243	113	1
0	2244	106	0
0	2245	114	1
0	2246	105	0
0	2247	113	1
0	2248	113	0
0	2249	112	1
0	2250	112	0
0	2251	88	1
0	2252	111	1
0	2253	114	1
0	2254	108	0
0	2255	112	1
0	2256	108	0
0	2257	113	1
0	2258	113	0
0	2259	111	1
0	2260	113	0
0	2261	113	1
0	2262	36	1
0	2263	92	0
0	2264	113	1
0	2265	111	1
0	2266	109	0
0	2267	113	1
0	2268	93	0
0	2269	113	1
0	2270	112	1
0	2271	112	0
0	2272	106	0
0	2273	114	1
0	2274	113	1
0	2275	112	1
0	2276	113	1
0	2277	113	1
0	2278	93	0
0	2279	111	1
0	2280	113	1
0	2281	113	1
0	2282	113	1
0	2283	113	1
0	2284	111	1
0	2285	113	1
0	2286	113	0
0	2287	87	0
0	2288	108	0
0	2289	110	0
0	2290	113	1
0	2291	113	1
0	2292	106	0
0	2293	112	1
0	2294	113	1
0	2295	112	0
0	2296	108	0
0	2297	93	0
0	2298	107	0
0	2299	113	1
0	2300	113	1
0	2301	112	0
0	2302	113	1
0	2303	112	0
0	2304	106	1
0	2305	91	0
0	2306	113	1
0	2307	108	0
0	2308	111	0
0	2309	109	1
0	2310	112	1
0	2311	112	0
0	2312	100	1
0	2313	111	1
0	2314	112	1
0	2315	113	1
0	2316	100	0
0	2317	111	1
0	2318	112	1
0	2319	87	0
0	2320	113	1
0	2321	113	1
0	2322	78	0
0	2323	104	0
0	2324	110	1
0	2325	107	0
0	2326	91	0
0	2327	108	0
0	2328	113	1
0	2329	106	0
0	2330	110	1
0	2331	112	1
0	2332	109	1
0	2333	107	1
0	2334	111	1
0	2335	112	1
0	2336	106	1
0	2337	112	1
0	2338	89	1
0	2339	108	0
0	2340	108	1
0	2341	111	1
0	2342	90	1
0	2343	91	0
0	2344	111	1
0	2345	94	0
0	2346	113	1
0	2347	93	0
0	2348	113	0
0	2349	108	0
0	2350	99	1
0	2351	113	1
0	2352	88	1
0	2353	105	0
0	2354	113	1
0	2355	93	0
0	2356	91	0
0	2357	113	1
0	2358	102	0
0	2359	113	1
0	2360	108	1
0	2361	93	0
0	2362	55	0
0	2363	112	1
0	2364	93	0
0	2365	108	1
0	2366	110	1
0	2367	100	1
0	2368	65	1
0	2369	113	1
0	2370	113	1
0	2371	104	0
0	2372	57	0
0	2373	113	1
0	2374	102	0
0	2375	113	1
0	2376	113	0
0	2377	113	1
0	2378	108	0
0	2379	112	1
0	2380	111	1
0	2381	108	0
0	2382	113	1
0	2383	91	0
0	2384	113	1
0	2385	110	0
0	2386	105	1
0	2387	111	1
0	2388	114	1
0	2389	113	1
0	2390	113	1
0	2391	88	1
0	2392	113	1
0	2393	113	1
0	2394	108	0
0	2395	108	0
0	2396	114	1
0	2397	111	1
0	2398	112	1
0	2399	108	1
0	2400	112	1
0	2401	110	0
0	2402	112	1
0	2403	108	0
0	2404	108	0
0	2405	113	0
0	2406	88	0
0	2407	98	0
0	2408	83	0
0	2409	112	1
0	2410	113	0
0	2411	112	1
0	2412	114	0
0	2413	53	0
0	2414	111	0
0	2415	113	1
0	2416	111	0
0	2417	113	1
0	2418	105	1
0	2419	113	1
0	2420	108	1
0	2421	111	1
0	2422	107	0
0	2423	105	1
0	2424	89	1
0	2425	57	0
0	2426	113	1
0	2427	113	1
0	2428	59	1
0	2429	113	0
0	2430	113	1
0	2431	110	0
0	2432	110	0
0	2433	111	1
0	2434	113	1
0	2435	111	0
0	2436	108	0
0	2437	93	0
0	2438	100	1
0	2439	112	0
0	2440	113	1
0	2441	113	1
0	2442	102	0
0	2443	112	1
0	2444	112	1
0	2445	112	0
0	2446	87	0
0	2447	112	0
0	2448	107	0
0	2449	113	1
0	2450	113	1
0	2451	113	1
0	2452	112	0
0	2453	91	0
0	2454	112	0
0	2455	108	0
0	2456	113	1
0	2457	107	1
0	2458	102	0
0	2459	76	1
0	2460	113	1
0	2461	104	0
0	2462	113	0
0	2463	113	1
0	2464	112	0
0	2465	113	0
0	2466	108	0
0	2467	113	1
0	2468	108	0
0	2469	108	0
0	2470	113	1
0	2471	93	0
0	2472	57	0
0	2473	89	0
0	2474	111	0
0	2475	113	1
0	2476	113	1
0	2477	93	0
0	2478	113	1
0	2479	113	1
0	2480	89	1
0	2481	93	0
0	2482	111	1
0	2483	113	1
0	2484	113	1
0	2485	113	1
0	2486	112	1
0	2487	113	0
0	2488	113	0
0	2489	113	1
0	2490	58	1
0	2491	112	0
0	2492	113	1
0	2493	113	1
0	2494	91	0
0	2495	93	0
0	2496	113	0
0	2497	105	0
0	2498	86	1
0	2499	107	0
0	2500	114	0
0	2501	112	0
0	2502	108	0
0	2503	111	0
0	2504	113	1
0	2505	108	0
0	2506	113	1
0	2507	93	0
0	2508	91	0
0	2509	113	0
0	2510	113	1
0	2511	110	0
0	2512	112	0
0	2513	113	1
0	2514	113	1
0	2515	110	0
0	2516	113	1
0	2517	111	1
0	2518	108	0
0	2519	98	0
0	2520	110	1
0	2521	110	1
0	2522	113	1
0	2523	113	1
0	2524	89	0
0	2525	113	1
0	2526	113	1
0	2527	113	1
0	2528	102	0
0	2529	112	0
0	2530	111	0
0	2531	113	0
0	2532	113	1
0	2533	111	0
0	2534	93	0
0	2535	113	1
0	2536	106	1
0	2537	112	1
0	2538	113	1
0	2539	113	0
0	2540	113	1
0	2541	113	1
0	2542	106	0
0	2543	113	1
0	2544	112	1
0	2545	112	1
0	2546	112	0
0	2547	108	0
0	2548	113	1
0	2549	113	1
0	2550	113	1
0	2551	113	1
0	2552	108	1
0	2553	112	0
0	2554	63	1
0	2555	113	1
0	2556	112	0
0	2557	112	0
0	2558	113	1
0	2559	105	0
0	2560	110	1
0	2561	111	1
0	2562	65	1
0	2563	108	0
0	2564	106	0
0	2565	113	1
0	2566	55	0
0	2567	93	0
0	2568	112	1
0	2569	113	1
0	2570	107	0
0	2571	112	1
0	2572	113	1
0	2573	112	1
0	2574	93	0
0	2575	110	1
0	2576	113	1
0	2577	89	1
0	2578	112	0
0	2579	113	1
0	2580	112	1
0	2581	57	0
0	2582	91	0
0	2583	86	1
0	2584	112	0
0	2585	108	1
0	2586	113	1
0	2587	112	1
0	2588	89	1
0	2589	112	1
0	2590	113	1
0	2591	113	0
0	2592	112	0
0	2593	88	1
0	2594	105	1
0	2595	113	1
0	2596	113	1
0	2597	113	1
0	2598	106	0
0	2599	106	0
0	2600	113	0
0	2601	91	1
0	2602	113	1
0	2603	112	1
0	2604	87	1
0	2605	114	1
0	2606	57	0
0	2607	106	0
0	2608	113	1
0	2609	111	0
0	2610	93	0
0	2611	114	0
0	2612	111	1
0	2613	112	1
0	2614	108	0
0	2615	112	1
0	2616	84	1
0	2617	113	1
0	2618	106	0
0	2619	110	0
0	2620	109	1
0	2621	91	0
0	2622	114	1
0	2623	112	1
0	2624	112	1
0	2625	111	1
0	2626	90	1
0	2627	114	0
0	2628	98	1
0	2629	79	0
0	2630	113	1
0	2631	108	0
0	2632	100	0
0	2633	57	0
0	2634	108	1
0	2635	102	0
0	2636	111	1
0	2637	111	1
0	2638	111	1
0	2639	105	1
0	2640	106	0
0	2641	39	1
0	2642	111	1
0	2643	106	0
0	2644	36	1
0	2645	66	0
0	2646	113	0
0	2647	106	0
0	2648	104	1
0	2649	114	1
0	2650	83	0
0	2651	113	1
0	2652	112	1
0	2653	113	1
0	2654	108	0
0	2655	112	1
0	2656	111	1
0	2657	102	0
0	2658	87	0
0	2659	112	1
0	2660	55	0
0	2661	112	1
0	2662	110	1
0	2663	110	1
0	2664	113	1
0	2665	107	0
0	2666	37	1
0	2667	93	0
0	2668	87	1
0	2669	113	0
0	2670	88	0
0	2671	111	1
0	2672	112	0
0	2673	113	1
0	2674	108	0
0	2675	93	0
0	2676	93	0
0	2677	87	0
0	2678	108	1
0	2679	113	1
0	2680	112	1
0	2681	112	1
0	2682	113	1
0	2683	111	1
0	2684	112	0
0	2685	106	1
0	2686	113	1
0	2687	113	1
0	2688	110	1
0	2689	100	1
0	2690	88	1
0	2691	113	1
0	2692	106	0
0	2693	57	0
0	2694	113	1
0	2695	112	0
0	2696	112	1
0	2697	113	1
0	2698	105	1
0	2699	106	1
0	2700	93	0
0	2701	112	1
0	2702	108	0
0	2703	93	0
0	2704	111	0
0	2705	113	1
0	2706	113	1
0	2707	112	0
0	2708	108	0
0	2709	88	1
0	2710	110	0
0	2711	108	0
0	2712	113	1
0	2713	113	1
0	2714	89	0
0	2715	112	1
0	2716	57	0
0	2717	113	1
0	2718	112	1
0	2719	111	0
0	2720	111	0
0	2721	106	0
0	2722	113	1
0	2723	88	1
0	2724	113	1
0	2725	113	1
0	2726	113	0
0	2727	113	1
0	2728	110	1
0	2729	105	1
0	2730	113	1
0	2731	111	1
0	2732	113	1
0	2733	65	1
0	2734	113	0
0	2735	91	0
0	2736	66	1
0	2737	106	0
0	2738	57	0
0	2739	108	0
0	2740	110	0
0	2741	93	0
0	2742	113	1
0	2743	113	1
0	2744	93	0
0	2745	108	0
0	2746	112	0
0	2747	113	1
0	2748	93	0
0	2749	113	0
0	2750	106	0
0	2751	108	0
0	2752	113	1
0	2753	111	1
0	2754	109	1
0	2755	113	1
0	2756	113	1
0	2757	113	1
0	2758	113	1
0	2759	108	0
0	2760	113	0
0	2761	108	0
0	2762	112	1
0	2763	112	1
0	2764	113	1
0	2765	112	1
0	2766	93	0
0	2767	110	0
0	2768	113	1
0	2769	87	1
0	2770	91	0
0	2771	111	1
0	2772	113	1
0	2773	105	0
0	2774	113	0
0	2775	113	1
0	2776	112	0
0	2777	113	1
0	2778	109	0
0	2779	113	1
0	2780	113	1
0	2781	113	1
0	2782	113	1
0	2783	112	0
0	2784	110	0
0	2785	109	1
0	2786	113	1
0	2787	112	0
0	2788	113	1
0	2789	111	0
0	2790	55	0
0	2791	114	1
0	2792	113	1
0	2793	105	1
0	2794	93	0
0	2795	93	0
0	2796	113	1
0	2797	105	1
0	2798	113	1
0	2799	112	1
0	2800	113	1
0	2801	113	1
0	2802	93	0
0	2803	113	1
0	2804	112	1
0	2805	111	1
0	2806	112	1
0	2807	114	1
0	2808	105	0
0	2809	113	1
0	2810	113	1
0	2811	111	1
0	2812	113	1
0	2813	112	0
0	2814	113	1
0	2815	106	0
0	2816	113	1
0	2817	113	1
0	2818	107	0
0	2819	113	1
0	2820	83	1
0	2821	93	0
0	2822	114	1
0	2823	113	1
0	2824	83	0
0	2825	81	0
0	2826	112	1
0	2827	106	0
0	2828	112	1
0	2829	113	1
0	2830	108	0
0	2831	107	0
0	2832	100	1
0	2833	107	1
0	2834	113	1
0	2835	112	1
0	2836	113	1
0	2837	113	1
0	2838	113	1
0	2839	107	1
0	2840	114	1
0	2841	106	0
0	2842	112	0
0	2843	113	1
0	2844	106	0
0	2845	112	0
0	2846	99	1
0	2847	91	0
0	2848	108	1
0	2849	97	1
0	2850	112	0
0	2851	112	1
0	2852	106	0
0	2853	113	1
0	2854	113	1
0	2855	113	1
0	2856	113	1
0	2857	113	1
0	2858	114	0
0	2859	106	0
0	2860	113	1
0	2861	113	1
0	2862	113	1
0	2863	102	1
0	2864	106	1
0	2865	113	1
0	2866	113	1
0	2867	113	1
0	2868	113	1
0	2869	113	0
0	2870	113	1
0	2871	91	1
0	2872	110	0
0	2873	108	0
0	2874	87	0
0	2875	106	0
0	2876	112	1
0	2877	91	0
0	2878	93	0
0	2879	93	0
0	2880	91	0
0	2881	110	1
0	2882	112	1
0	2883	113	0
0	2884	108	0
0	2885	112	0
0	2886	106	0
0	2887	112	0
0	2888	113	1
0	2889	106	1
0	2890	112	0
0	2891	113	1
0	2892	100	1
0	2893	113	1
0	2894	112	0
0	2895	108	0
0	2896	113	1
0	2897	93	0
0	2898	112	1
0	2899	112	1
0	2900	113	1
0	2901	113	1
0	2902	113	0
0	2903	112	1
0	2904	112	1
0	2905	113	1
0	2906	111	0
0	2907	87	0
0	2908	113	0
0	2909	112	1
0	2910	91	0
0	2911	112	1
0	2912	93	0
0	2913	108	1
0	2914	112	0
0	2915	78	0
0	2916	114	1
0	2917	111	1
0	2918	113	1
0	2919	112	0
0	2920	85	1
0	2921	77	0
0	2922	106	1
0	2923	108	0
0	2924	113	1
0	2925	56	0
0	2926	113	0
0	2927	108	0
0	2928	106	0
0	2929	106	0
0	2930	67	1
0	2931	112	1
0	2932	113	1
0	2933	55	0
0	2934	108	1
0	2935	89	1
0	2936	66	1
0	2937	112	1
0	2938	112	1
0	2939	104	0
0	2940	94	0
0	2941	86	1
0	2942	106	0
0	2943	87	0
0	2944	111	1
0	2945	104	0
0	2946	86	1
0	2947	112	0
0	2948	109	0
0	2949	111	1
0	2950	104	1
0	2951	87	1
0	2952	112	0
0	2953	86	1
0	2954	96	0
0	2955	112	0
0	2956	57	0
0	2957	87	1
0	2958	108	1
0	2959	114	1
0	2960	112	1
0	2961	93	0
0	2962	110	0
0	2963	89	0
0	2964	113	0
0	2965	94	0
0	2966	113	1
0	2967	65	1
0	2968	112	1
0	2969	113	1
0	2970	112	1
0	2971	110	1
0	2972	66	1
0	2973	113	0
0	2974	90	1
0	2975	91	0
0	2976	113	1
0	2977	112	1
0	2978	93	0
0	2979	113	1
0	2980	111	1
0	2981	57	0
0	2982	112	1
0	2983	113	1
0	2984	86	1
0	2985	113	1
0	2986	112	0
0	2987	113	1
0	2988	113	1
0	2989	91	0
0	2990	112	1
0	2991	108	0
0	2992	106	1
0	2993	112	1
0	2994	108	0
0	2995	108	1
0	2996	106	1
0	2997	65	1
0	2998	112	0
0	2999	113	1
0	3000	113	1
0	3001	113	1
0	3002	113	1
0	3003	112	0
0	3004	111	1
0	3005	112	1
0	3006	88	1
0	3007	87	0
0	3008	113	1
0	3009	113	1
0	3010	106	1
0	3011	111	1
0	3012	113	1
0	3013	113	1
0	3014	114	0
0	3015	111	1
0	3016	114	1
0	3017	96	0
0	3018	108	0
0	3019	110	1
0	3020	93	0
0	3021	90	1
0	3022	108	0
0	3023	100	0
0	3024	111	0
0	3025	108	0
0	3026	113	1
0	3027	108	0
0	3028	113	0
0	3029	113	1
0	3030	108	0
0	3031	113	1
0	3032	112	0
0	3033	112	1
0	3034	112	1
0	3035	93	0
0	3036	89	0
0	3037	91	0
0	3038	100	0
0	3039	111	1
0	3040	111	0
0	3041	110	0
0	3042	85	0
0	3043	112	1
0	3044	113	1
0	3045	113	1
0	3046	113	1
0	3047	113	1
0	3048	113	1
0	3049	113	1
0	3050	112	0
0	3051	112	1
0	3052	113	1
0	3053	90	1
0	3054	112	0
0	3055	91	0
0	3056	113	1
0	3057	113	0
0	3058	91	0
0	3059	93	0
0	3060	113	0
0	3061	109	1
0	3062	114	0
0	3063	100	1
0	3064	113	0
0	3065	113	1
0	3066	93	0
0	3067	93	0
0	3068	91	0
0	3069	108	0
0	3070	90	1
0	3071	113	1
0	3072	93	0
0	3073	114	0
0	3074	110	0
0	3075	106	0
0	3076	113	1
0	3077	113	0
0	3078	113	1
0	3079	89	1
0	3080	108	0
0	3081	112	0
0	3082	113	1
0	3083	112	1
0	3084	112	0
0	3085	112	0
0	3086	113	1
0	3087	113	1
0	3088	113	1
0	3089	108	0
0	3090	114	0
0	3091	64	0
0	3092	104	0
0	3093	93	0
0	3094	112	0
0	3095	112	0
0	3096	113	1
0	3097	93	0
0	3098	112	0
0	3099	83	1
0	3100	113	1
0	3101	93	0
0	3102	93	0
0	3103	111	1
0	3104	110	1
0	3105	112	1
0	3106	113	1
0	3107	77	1
0	3108	113	1
0	3109	113	1
0	3110	113	1
0	3111	108	0
0	3112	113	1
0	3113	113	1
0	3114	113	1
0	3115	93	0
0	3116	112	0
0	3117	112	0
0	3118	89	1
0	3119	82	0
0	3120	108	0
0	3121	108	1
0	3122	110	0
0	3123	112	0
0	3124	110	1
0	3125	113	1
0	3126	113	1
0	3127	96	0
0	3128	107	1
0	3129	87	1
0	3130	112	1
0	3131	112	0
0	3132	106	0
0	3133	113	0
0	3134	113	1
0	3135	113	1
0	3136	93	0
0	3137	112	1
0	3138	113	1
0	3139	107	0
0	3140	112	0
0	3141	113	1
0	3142	113	1
0	3143	57	0
0	3144	113	1
0	3145	110	0
0	3146	113	1
0	3147	87	0
0	3148	108	1
0	3149	111	1
0	3150	113	1
0	3151	107	0
0	3152	109	1
0	3153	111	1
0	3154	108	0
0	3155	108	0
0	3156	113	0
0	3157	93	0
0	3158	114	0
0	3159	113	1
0	3160	113	1
0	3161	114	0
0	3162	108	0
0	3163	113	1
0	3164	106	0
0	3165	112	1
0	3166	114	0
0	3167	112	1
0	3168	113	1
0	3169	112	1
0	3170	113	1
0	3171	110	1
0	3172	108	0
0	3173	86	1
0	3174	106	1
0	3175	113	1
0	3176	113	1
0	3177	113	1
0	3178	89	0
0	3179	112	0
0	3180	93	0
0	3181	113	1
0	3182	110	1
0	3183	93	0
0	3184	89	1
0	3185	108	0
0	3186	112	0
0	3187	113	1
0	3188	112	1
0	3189	102	1
0	3190	113	1
0	3191	110	0
0	3192	112	1
0	3193	113	1
0	3194	104	0
0	3195	98	1
0	3196	111	0
0	3197	102	0
0	3198	113	1
0	3199	108	1
0	3200	112	0
0	3201	104	0
0	3202	108	0
0	3203	113	1
0	3204	112	0
0	3205	110	0
0	3206	104	0
0	3207	108	0
0	3208	110	1
